ID	UNIPROTID	CLUSTER	GO_C	GO_P	ISPHOS	LFCDIFF	MAX	MIN	NAME	VAR	TISSUE	SOURCETISSUE	LFC_0-1	LFC_1-2	LFC_2-3	LFC_3-4	LFC_4-5	LFC_5-6	LFC_6-7	LFC_7-8	LFC_8-9	LFC_9-10	LFC_10-11	LFC_11-12
ATCG00500.1	P56765	1	acetyl-CoA carboxylase complex	fatty acid biosynthetic process	0	1.1120884109402722	0.7350116749838622	-0.37707673595641006	ACCD_ARATH	0.2357321873255285	EB	EB	0.534537979285767	0.7350116749838622	-0.37707673595641006	0.3752883176819761								
AT1G74470.1	Q9CA67	1	chloroplast	chlorophyll biosynthetic process	0	0.6305694274844671	0.527840222900619	-0.10272920458384804	CHLP_ARATH	0.08247602804889796	EB	EB	0.527840222900619	0.4817212966051699	-0.10272920458384804	0.32290218998801484								
AT1G65930.1	Q9SRZ6	2	apoplast	defense response to bacterium	1	0.5566382187923805	0.22133930355238843	-0.33529891523999206	ICDHC_ARATH	0.05577831841345977	EB	EB	0.03330139282171302	-0.33529891523999206	0.22133930355238843	-0.1233440456702857								
AT2G44650.1	O80504	1	chloroplast	chaperone cofactor-dependent protein refolding	0	1.1950685013153923	0.6489799121583268	-0.5460885891570655	CH102_ARATH	0.2751544155992241	EB	EB	0.4478466335542759	0.6489799121583268	-0.5460885891570655	0.277480436697613								
AT5G13010.1	F4K2E9	2	nucleus	defense response to fungus, incompatible interaction	1	0.9379996716536498	0.3797507779820514	-0.5582488936715984	PRP16_ARATH	0.15395261424031303	EB	EB	0.08253923592088508	-0.5582488936715984	0.3797507779820514	-0.08690448040543979								
AT1G44446.1	Q9MBA1	2	chloroplast	chlorophyll biosynthetic process	0	0.5629394354424802	0.29305896134961584	-0.26988047409286425	CAO_ARATH	0.07420704162630175	EB	EB	0.29305896134961584	-0.26988047409286425	0.29163700932212067	0.23082850469743862								
AT5G18940.1	Q8L9L9	1		signal transduction by protein phosphorylation	0	1.3218382085498994	0.605137023487881	-0.7167011850620184	Q8L9L9_ARATH	0.35872458265496304	EB	EB	0.23312880607420894	0.4830887400154996	-0.7167011850620184	0.605137023487881								
AT1G43800.1	Q84VY3	1	chloroplast stroma	fatty acid biosynthetic process	0	2.834175931232607	1.8258993000310202	-1.008276631201587	STAD6_ARATH	1.3625115520302737	EB	EB	0.6613853406080537	1.8258993000310202	-1.008276631201587	0.6887200366635955								
AT4G37000.1	Q8LDU4	1	chloroplast	chlorophyll catabolic process	0	1.192100465473421	0.6445684391108714	-0.5475320263625498	RCCR_ARATH	0.26811467876976863	EB	EB	0.4166716045230316	0.6445684391108714	-0.5475320263625498	0.23890507014115317								
AT1G04620.1	Q8GS60	1	chloroplast	chlorophyll cycle	0	0.9684826667050414	0.613567215871557	-0.3549154508334843	HCAR_ARATH	0.15931212797944047	EB	EB	0.22629867025550773	0.613567215871557	-0.3549154508334843	0.22151553160992196								
AT5G19940.1	Q941D3	2	chloroplast		0	0.6643762869740905	0.6233155090072798	-0.041060777966810603	PAP8_ARATH	0.08336058421123671	EB	EB	0.6233155090072798	-0.041060777966810603	0.46370230579469346	0.23593389234687								
AT2G02050.1	Q9SKC9	1	mitochondrial intermembrane space	photorespiration	0	1.6237069175148993	0.9840716169452504	-0.6396353005696489	NDUB7_ARATH	0.4979471991125715	EB	EB	0.21092739511344244	0.9840716169452504	-0.6396353005696489	0.6676570163719804								
ATCG00730.1	P56774	1	chloroplast	photosynthetic electron transport chain	0	3.057269665072522	1.5745692172895136	-1.4827004477830084	PETD_ARATH	1.7148283756898601	EB	EB	0.7325341486917234	1.5745692172895136	-1.4827004477830084	0.7319759706245235								
AT5G18660.1	Q1H537	1	chloroplast	chlorophyll biosynthetic process	0	0.5071669441841902	0.3772435031671583	-0.12992344101703188	DCVR_ARATH	0.047072610911185336	EB	EB	0.3772435031671583	0.24757550521302554	-0.12992344101703188	0.22120256233812363								
AT1G47840.1	Q9FZG4	1	cell	cellular glucose homeostasis	0	3.1896435925310826	1.945693908567112	-1.2439496839639705	HXKL1_ARATH	1.8619057688759426	EB	EB	1.2151017062225256	1.945693908567112	-1.2439496839639705	0.6731179397938127								
AT1G74030.1	Q9C9C4	1	chloroplast	glycolytic process	1	1.1543482786678938	0.6927866497113107	-0.46156162895658315	ENO1_ARATH	0.2457525374812541	EB	EB	0.43252222827603853	0.6927866497113107	-0.46156162895658315	0.2946713806793098								
AT1G51650.1	Q96253	1	mitochondrial inner membrane	ATP synthesis coupled proton transport	0	2.5986341681616727	1.6275359610035962	-0.9710982071580765	ATP5E_ARATH	1.1292973381545168	EB	EB	0.30639084926714044	1.6275359610035962	-0.9710982071580765	0.4427328652902665								
AT3G08010.1	Q9SFB3	1	chloroplast	chloroplast organization	0	0.5538483272986638	0.3907393454300282	-0.1631089818686357	ATAB2_ARATH	0.06323682193619516	EB	EB	0.34657937443635944	0.3907393454300282	-0.1631089818686357	0.2084144081279395								
AT1G64190.1	Q9SH69	1	chloroplast	D-gluconate catabolic process	0	1.1495985232673935	0.7218243856339049	-0.4277741376334885	6PGD1_ARATH	0.23802679443723865	EB	EB	0.34004830274406456	0.7218243856339049	-0.4277741376334885	0.4061425314754306								
AT4G34110.1	P42731	2	cytoplasm	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	1	0.7858120261231976	0.3283578754243723	-0.45745415069882533	PABP2_ARATH	0.10980635631512549	EB	EB	0.07204394883883135	-0.45745415069882533	0.3283578754243723	-0.12377451575542267								
AT1G02560.1	Q9S834	1	chloroplast	protein quality control for misfolded or incompletely synthesized proteins	0	0.8714446176840165	0.5227729084283264	-0.34867170925569013	CLPP5_ARATH	0.13707567628609688	EB	EB	0.20150829300018022	0.5227729084283264	-0.34867170925569013	0.2995035138704328								
AT4G32470.1	Q9SUU5	1	mitochondrial respiratory chain complex III	aerobic respiration	0	2.0189023898498912	1.3367270480115345	-0.6821753418383566	QCR71_ARATH	0.705865861981113	EB	EB	0.32192809488736235	1.3367270480115345	-0.6821753418383566	0.6512643326353511								
ATCG00680.1	P56777	1	chloroplast	photosynthetic electron transport in photosystem II	0	0.5225483696788327	0.3634815202159028	-0.15906684946292993	PSBB_ARATH	0.058021686383340536	EB	EB	0.3634815202159028	0.3380553750402235	-0.15906684946292993	0.2054213055372871								
AT4G20400.1	Q8GUI6	2	histone methyltransferase complex	chromatin remodeling	1	0.9517587610680733	0.43798096775152534	-0.5137777933165479	JMJ14_ARATH	0.15544032685512016	EB	EB	0.07133415464941265	-0.5137777933165479	0.43798096775152534	-0.08668621427947236								
AT4G17040.1	Q8LB10	1	chloroplast	protein quality control for misfolded or incompletely synthesized proteins	0	0.65160621850457	0.4646839569894954	-0.1869222615150746	CLPR4_ARATH	0.07427231436650618	EB	EB	0.2294766898406667	0.4646839569894954	-0.1869222615150746	0.25113532376000114								
AT1G64355.1	Q8S9I8	1	integral component of membrane		0	2.3298432533101057	1.2609787060581452	-1.0688645472519605	Q8S9I8_ARATH	1.0120034492309824	EB	EB	0.5084751584198599	1.2609787060581452	-1.0688645472519605	0.760828684807061								
AT5G47110.1	Q6NKS4	1	chloroplast	photosynthesis	0	0.560656846349392	0.5307559682352232	-0.029900878114168774	LIL32_ARATH	0.05689218007523036	EB	EB	0.5307559682352232	0.38907525134604914	-0.029900878114168774	0.26624535713578956								
AT3G02630.1	Q9M879	1	chloroplast	fatty acid biosynthetic process	0	3.1106213322006115	1.7411670253222313	-1.3694543068783802	STAD5_ARATH	1.6389503721083294	EB	EB	0.24553087256287395	1.7411670253222313	-1.3694543068783802	0.5251108722954537								
AT3G02610.1	Q9M881	1	chloroplast	fatty acid homeostasis	0	2.0430301495320657	1.3273288753778298	-0.7157012741542361	STAD2_ARATH	0.8392642321149947	EB	EB	1.0970899587038894	1.3273288753778298	-0.7157012741542361	0.4359330639600014								
AT1G03600.1	Q9LR64	1	chloroplast	cellular response to light intensity	0	3.2297519103379058	1.7588034831643713	-1.4709484271735345	PB27A_ARATH	1.826777014414218	EB	EB	0.33203986936114277	1.7588034831643713	-1.4709484271735345	0.773601960537882								
AT5G42070.1	Q8RWR9	1	chloroplast		0	0.822573467238999	0.602168913996445	-0.22040455324255404	Q8RWR9_ARATH	0.1208462142974993	EB	EB	0.602168913996445	0.37790054319452276	-0.22040455324255404	0.21843000661962161								
AT4G04460.1	Q9XEC4	1	extracellular region	lipid metabolic process	0	2.2390808896248653	1.3934915630684581	-0.8455893265564072	APA3_ARATH	1.1257415026675028	EB	EB	1.3934915630684581	1.380685311907575	-0.8455893265564072	0.37476010802145515								
AT3G47470.1	P27521	1	chloroplast	photosynthesis, light harvesting in photosystem I	0	1.935799327259952	1.1975095353984788	-0.7382897918614733	CA4_ARATH	0.6848286941677401	EB	EB	0.5003940122472438	1.1975095353984788	-0.7382897918614733	0.7393055762321465								
AT3G44880.1	Q9FYC2	1	chloroplast	cell death	0	1.144041455281112	0.6314260650088257	-0.5126153902722863	PAO_ARATH	0.25034362294539797	EB	EB	0.43923923037968415	0.6314260650088257	-0.5126153902722863	0.21004214782625244								
AT4G16800.1	F4JML5	1	cytosol	branched-chain amino acid catabolic process	0	1.44051458558415	0.7835016427015944	-0.6570129428825555	ECH2M_ARATH	0.35606008574561393	EB	EB	0.2008407895861046	0.7835016427015944	-0.6570129428825555	0.2641034560020881								
ATCG00160.1	P56797	1	chloroplast	translation	0	0.8247205468113618	0.6124000041828632	-0.21232054262849856	RR2_ARATH	0.1340115686924894	EB	EB	0.30062156892405223	0.6124000041828632	-0.21232054262849856	0.5048804700403112								
AT4G32915.1	F4JV80	1	chloroplast	glutaminyl-tRNAGln biosynthesis via transamidation	0	0.5882653143071707	0.3660370041474276	-0.222228310159743	GATC_ARATH	0.07069187185594007	EB	EB	0.2733215689949653	0.3660370041474276	-0.222228310159743	0.2655431918166529								
AT3G51820.1	Q38833	2	chloroplast	chlorophyll biosynthetic process	0	0.6278186555927873	0.5367952182606461	-0.0910234373321411	CHLG_ARATH	0.07044505809569034	EB	EB	0.5367952182606461	0.20774564537204648	-0.0910234373321411	0.3549727709328043								
AT1G60550.1	Q8GYN9	1	cytosol	menaquinone biosynthetic process	0	0.9979943443953699	0.5500319160148079	-0.447962428380562	MENB_ARATH	0.18673279451754132	EB	EB	0.3342530894861732	0.5500319160148079	-0.447962428380562	0.2533107824420023								
AT3G21055.1	Q39195	1	chloroplast thylakoid membrane	photosynthesis	0	1.8474170069407627	1.0809325957636984	-0.7664844111770643	PST2_ARATH	0.5973128500622683	EB	EB	0.3123181007135404	1.0809325957636984	-0.7664844111770643	0.5131756088120871								
AT4G17600.1	Q9SYX1	1	chloroplast	photosynthesis	0	0.7938390447176159	0.6848993977316061	-0.10893964698600973	LIL31_ARATH	0.11258208790419834	EB	EB	0.46520252386990185	0.6848993977316061	-0.10893964698600973	0.3949076342141056								
AT5G50920.1	Q9FI56	1	cell wall	chloroplast organization	0	0.2597341392796226	0.31737870981374816	0.05764457053412558	CLPC1_ARATH	0.01150165304376835	EB	EB	0.31737870981374816	0.21064780329787158	0.05764457053412558	0.21880879949717125								
AT3G53500.2	Q9FYB7	2	nuclear speck	mRNA cis splicing, via spliceosome	1	0.7970639881935582	0.3329729619543353	-0.4640910262392229	RSZ32_ARATH	0.12138454055580357	EB	EB	0.1418227646281295	-0.4640910262392229	0.3329729619543353	-0.15060330712547018								
AT2G28000.1	P21238	1	apoplast	'de novo' protein folding	0	0.3395994953953989	0.2172071291902234	-0.12239236620517555	CPNA1_ARATH	0.028708576728609356	EB	EB	0.21655591864364857	0.2172071291902234	-0.12239236620517555	0.21566914868281428								
AT1G13340.1	Q9FX63	-1		protein localization	1	0.0	0.0	0.0	Q9FX63_ARATH	0.0	EB	EB	0.0	0.0	0.0	0.0								
AT5G42020.1	Q39043	2	cell wall	cellular response to heat	1	0.7847524910730697	0.25887791248183695	-0.5258745785912327	MD37F_ARATH	0.10346088589958853	EB	EB	-0.19428899497057392	-0.5258745785912327	0.25887791248183695	-0.15476312534299896								
AT1G03680.1	O48737	1	apoplast	cell redox homeostasis	0	1.8997846584524838	1.0277334232118231	-0.8720512352406606	TRXM1_ARATH	0.7700645971092488	EB	EB	0.9469739594806985	1.0277334232118231	-0.8720512352406606	0.31580533490774443								
AT1G06950.1	Q8LPR9	1	chloroplast	chloroplast organization	0	0.3336365771361801	0.3213582566878867	-0.012278320448293389	TI110_ARATH	0.02051684948557601	EB	EB	0.3213582566878867	0.2136312998059273	-0.012278320448293389	0.24319125349569468								
AT5G13420.1	Q9LYR4	1	chloroplast	carbohydrate metabolic process	0	2.153938983652333	1.307332652079102	-0.8466063315732311	Q9LYR4_ARATH	0.8021090121500468	EB	EB	0.26088447226446965	1.307332652079102	-0.8466063315732311	0.5791211009483322								
AT3G11050.1	Q9SRL5	1	cell	flower development	0	3.088852591419541	1.5039884221885922	-1.584864169230949	FRI2_ARATH	1.6886758694698971	EB	EB	0.28925097884207196	1.5039884221885922	-1.584864169230949	0.6148136869331133								
AT1G74280.1	Q9C913	1	integral component of membrane		0	0.9976697254572935	0.36833880697730853	-0.629330918479985	Q9C913_ARATH	0.223168751140457	EB	EB	0.21437910093933196	0.36833880697730853	-0.629330918479985	0.3357290478600651								
AT3G15020.1	Q9LKA3	3	apoplast	carbohydrate metabolic process	0	0.8674091836075132	0.6934799622920751	-0.17392922131543812	MDHM2_ARATH	0.12400356480348651	FL	FL	0.04923404343766237	0.25132905144459206	0.6934799622920751	-0.12551053248422417	-0.17392922131543812							
AT3G04840.1	Q9CAV0	4	cytosol	translation	1	0.48687522228655855	0.13141067646446736	-0.3554645458220912	RS3A1_ARATH	0.033408564994442905	FL	FL	-0.1840787985086785	-0.06919904564815206	-0.3554645458220912	0.13141067646446736	-0.017485432367023136							
AT5G53940.1	Q9FN32	5	ubiquitin ligase complex		0	2.298291003420091	1.4458690228696698	-0.8524219805504214	YIPL7_ARATH	0.8866972654523584	FL	FL	-0.4805461005301284	0.4913454263923615	-0.5090161810082683	-0.8524219805504214	1.4458690228696698							
AT3G45300.1	Q9SWG0	5	cytosol	branched-chain amino acid catabolic process	0	0.2314040155370413	0.23233145366445726	0.0009274381274159732	IVD_ARATH	0.009083920382053254	FL	FL	0.1765818108746439	0.23233145366445726	0.0965346984319359	0.0009274381274159732	0.2129133498183466							
AT5G22860.1	Q9FFC2	6		proteolysis	0	0.493087311986311	0.46171447066992205	-0.03137284131638894	Q9FFC2_ARATH	0.03912904437421085	FL	FL	-0.03137284131638894	0.46171447066992205	0.3826193483403069	0.4003292365353554	0.23523352603345848							
AT5G52440.1	Q9XH75	4	chloroplast	positive regulation of stomatal opening	0	2.3980702348974066	0.9506130324599223	-1.4474572024374843	TATB_ARATH	0.7952225025567754	FL	FL	0.39820435771109153	0.13973832839491843	-1.4474572024374843	0.9506130324599223	-0.06406648459776873							
AT4G36390.1	Q8H0V1	5	cytosol	negative regulation of cyclin-dependent protein serine/threonine kinase activity	0	0.8276942448350371	0.3656828101142275	-0.46201143472080963	CK5P1_ARATH	0.1207348051515477	FL	FL	-0.1099493136628569	0.3656828101142275	-0.29923435286829836	-0.46201143472080963	0.2236511345536111							
AT2G22230.1	Q9SIE3	5	cell wall	defense response to fungus, incompatible interaction	0	0.7977263703863213	0.3237274086506824	-0.4739989617356389	Q9SIE3_ARATH	0.11072809771470099	FL	FL	0.3237274086506824	0.3093624728587306	0.1695106102691086	-0.4739989617356389	-0.0592431056712449							
AT3G47960.1	Q944G5	4	cytosol	glucosinolate transport	0	0.7345786938667469	0.358039945350986	-0.37653874851576086	PTR44_ARATH	0.08653873110666362	FL	FL	-0.05600603853932979	0.27850511731483923	-0.37653874851576086	0.358039945350986	-0.03475499082263742							
AT2G33845.1	Q8RYC3	4	endoplasmic reticulum		0	0.9694437985921133	0.34434896141198357	-0.6250948371801297	Q8RYC3_ARATH	0.1389074400769311	FL	FL	0.21631287804299953	-0.00037801049355245663	-0.6250948371801297	0.34434896141198357	0.010459726505136971							
AT1G08510.1	Q9SJE2	3	chloroplast	fatty acid biosynthetic process	0	1.1215124892897625	0.6706499567624526	-0.4508625325273099	FATB_ARATH	0.1789836035750274	FL	FL	0.2665497786901877	0.0016552262495921957	0.6706499567624526	-0.1314004300860645	-0.4508625325273099							
AT1G35720.1	Q9SYT0	3	apoplast	calcium ion transmembrane transport	0	1.3268069698066762	1.1052125389638245	-0.2215944308428518	ANXD1_ARATH	0.30600383933904085	FL	FL	0.21963310229026753	0.6890375260550312	1.1052125389638245	-0.0921590465557872	-0.2215944308428518							
AT1G74320.1	Q8L518	4			0	0.777793885189521	0.29398337230379945	-0.4838105128857215	CK2_ARATH	0.09781398755727073	FL	FL	-0.09053573733829948	0.29398337230379945	-0.4838105128857215	0.24470017302873456	-0.07015473007727317							
AT4G37660.1	Q9SZF8	5	ribosome	translation	0	1.8110762503069668	0.6104837962119085	-1.2005924540950583	Q9SZF8_ARATH	0.6168972046326673	FL	FL	-0.7649893528333289	-0.12683039898569237	0.6104837962119085	-1.2005924540950583	0.49641567490949823							
AT1G78050.1	F4I8M8	4	plastid	glycolytic process	0	1.7648127877034288	0.6439115583604713	-1.1209012293429574	F4I8M8_ARATH	0.42626370229765254	FL	FL	0.2241024205075816	-0.1084856167065306	-1.1209012293429574	0.6439115583604713	-0.16674439178653366							
AT5G36880.2	B9DGD6	7	chloroplast	acetate metabolic process	1	0.5015257488339524	0.33777146663642404	-0.16375428219752838	ACS_ARATH	0.045615646915070064	FL	FL	0.025090846690661438	0.10271551821261282	0.33321520945980637	0.33777146663642404	-0.16375428219752838							
AT3G10060.1	Q9SR70	1	chloroplast		0	0.5083386199648157	0.40429894045041787	-0.10403967951439785	FK164_ARATH	0.05472929457505005	FL	FL	0.40429894045041787	0.3519620929724066	0.07607406177058257	-0.10403967951439785	-0.061786417286898036							
AT3G14790.1	Q9LH76	3	cytosol	UDP-rhamnose biosynthetic process	1	0.868076976572274	0.6448985427593379	-0.22317843381293617	RHM3_ARATH	0.12051816259454165	FL	FL	-0.17544098848371792	0.0795467206077791	0.6448985427593379	0.16662764879090977	-0.22317843381293617							
AT4G23590.1	Q8VYP2	6		biosynthetic process	0	0.8367856239627205	0.5411572433962706	-0.29562838056644997	TAT4_ARATH	0.1559016598667689	FL	FL	-0.29562838056644997	0.5411572433962706	0.08568835957859788	-0.2633009856788213	0.47502188983070665							
AT3G06480.1	Q9SQV1	4	nucleus	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	1	0.44510313576398614	0.03523786596081584	-0.4098652698031703	RH40_ARATH	0.030699462343657603	FL	FL	0.03523786596081584	-0.04650224184618891	-0.4098652698031703	-0.07900609192749734	-0.2231163024559445							
AT1G76490.1	P14891	5	endoplasmic reticulum	coenzyme A metabolic process	0	2.897029207933386	1.8668050275380308	-1.0302241803953551	HMDH1_ARATH	1.141224722582382	FL	FL	0.39398215697910877	1.8668050275380308	0.0013048818247092717	-1.0302241803953551	-0.24285854193512							
AT1G74970.1	Q9XJ27	4	chloroplast	translation	0	0.8524577795569723	0.28393749868234847	-0.5685202808746239	RR9_ARATH	0.11604679038081894	FL	FL	0.23985589958914785	0.28393749868234847	-0.5685202808746239	-0.08236672758854093	-0.04141800311309949							
AT3G05420.2	Q9MA55	3	cytoplasm	lipid transport	1	0.3357656957063551	0.23619933764340548	-0.09956635806294963	ACBP4_ARATH	0.019217197337762577	FL	FL	0.13771590685631407	-0.0106741251814443	0.23619933764340548	-0.0428625670967657	-0.09956635806294963							
AT2G37250.1	Q9ZUU1	5	chloroplast	cellular amino acid biosynthetic process	0	1.8252333376307204	0.8295098215470051	-0.9957235160837152	KAD1_ARATH	0.6611150678484062	FL	FL	-0.265959761940283	0.8295098215470051	0.7679578291334219	-0.9957235160837152	-0.5608429913433595							
AT3G57610.1	Q96529	4	apoplast	'de novo' AMP biosynthetic process	1	0.45939341089077806	0.21787953631287915	-0.2415138745778989	PURA_ARATH	0.04474038607388813	FL	FL	0.21663674195755794	0.21787953631287915	-0.2415138745778989	-0.16236812133924997	-0.0035680917947345696							
AT5G46750.1	Q9FIQ0	4	Golgi membrane	COPI coating of Golgi vesicle	1	0.1171033089949604	0.016003575567406392	-0.101099733427554	AGD9_ARATH	0.0020430739698024314	FL	FL	0.016003575567406392	-0.05099868822641405	-0.101099733427554	-0.004705151496704762	-0.029264878547679635							
AT1G79440.1	Q9SAK4	3	chloroplast	adaxial/abaxial axis specification	0	0.6792125843706893	0.47744682559876545	-0.20176575877192393	SSDH_ARATH	0.07314109589536985	FL	FL	0.2120004736971078	0.11804945976139175	0.47744682559876545	-0.20176575877192393	-0.11490145321761222							
AT1G28130.1	Q9FZ87	8	cytoplasm	auxin homeostasis	0	0.48203667642439696	0.5447014574504636	0.06266478102606664	GH317_ARATH	0.042247962063105084	FL	FL	0.16123667068263953	0.06266478102606664	0.3466071110991243	0.48237954701227137	0.5447014574504636							
AT5G23395.1	Q8GYJ4	4	mitochondrial intermembrane space	protein import into mitochondrial intermembrane space	0	0.9891018724740812	0.2888281307917713	-0.7002737416823099	MIA40_ARATH	0.1589315225575069	FL	FL	-0.02643229174190551	0.2515168113420496	-0.7002737416823099	0.2888281307917713	-0.1377243049946674							
AT3G01440.1	Q9SGH4	4	chloroplast	photosynthesis, light reaction	0	1.0191023687202418	0.45307317645971806	-0.5660291922605238	PNSL3_ARATH	0.16394166153308473	FL	FL	0.23995698134440815	0.45307317645971806	-0.5660291922605238	-0.25754953347251425	-0.14693889980544123							
AT5G14760.1	Q94AY1	4	chloroplast	NAD biosynthetic process	0	2.936497308839285	1.2998511049803048	-1.63664620385898	NADB_ARATH	1.259394120508165	FL	FL	1.2998511049803048	0.3558854199246173	-1.63664620385898	-0.7693525311625522	0.15066215732259905							
